1551195414,2
1551195474,1
1551195534,2
1551195594,1
1551195654,3
1551195715,2
1551195775,2
1551195835,1
1551195895,1
1551195956,1
1551196016,3
1551196076,2
1551196137,2
1551196196,1
1551196257,1
1551196317,1
1551196377,1
1551196437,2
1551196497,2
1551196558,1
1551196618,2
1551196678,1
1551196738,2
1551196798,2
1551196859,2
1551196919,2
1551196979,2
1551197039,2
1551197100,3
1551197160,2
1551197220,3
1551197280,1
1551197340,2
1551197401,3
1551197461,3
1551197521,2
1551197581,2
1551197641,1
1551197702,1
1551197762,2
1551197822,1
1551197882,1
1551197942,2
1551198003,2
1551198065,1
1551198123,1
1551198183,2
1551198244,1
1551198304,1
1551198364,2
1551198424,3
1551198484,2
1551198545,2
1551198605,2
1551198665,2
1551198725,2
1551198786,2
1551198846,2
1551198906,2
1551198966,1
1551199026,4
1551199087,3
1551199147,2
1551199207,1
1551199267,2
1551199327,2
1551199388,3
1551199448,2
1551199508,1
1551199568,2
1551199628,1
1551199689,1
1551199749,1
1551199809,2
1551199869,2
1551199930,1
1551199990,1
1551200050,2
1551200110,1
1551200170,1
1551200231,2
1551200291,1
1551200351,1
1551200411,1
1551200472,1
1551200532,1
1551200592,2
1551200652,2
1551200712,1
1551200773,1
1551200833,1
1551200893,1
1551200953,1
1551201013,2
1551201074,2
1551201134,2
1551201194,3
1551201254,3
1551201314,1
1551201375,1
1551201435,1
1551201495,1
1551201555,2
1551201616,1
1551201676,2
1551201736,2
1551201796,1
1551201857,1
1551201917,1
1551201977,2
1551202037,2
1551202097,2
1551202158,1
1551202218,2
1551202278,1
1551202338,2
1551202398,1
1551202459,2
1551202519,1
1551202579,2
1551202639,2
1551202699,1
1551202760,1
1551202820,2
1551202880,2
1551202940,1
1551203001,2
1551203061,3
1551203121,3
1551203181,3
1551203241,1
1551203302,1
1551203362,2
1551203422,2
1551203482,3
1551203542,2
1551203603,2
1551203663,1
1551203723,2
1551203783,1
1551203843,2
1551203904,2
1551203964,2
1551204024,1
1551204084,1
1551204145,1
1551204205,2
1551204265,1
1551204325,1
1551204385,2
1551204446,2
1551204506,1
1551204566,1
1551204626,1
1551204687,2
1551204747,2
1551204807,1
1551204867,1
1551204927,1
1551204988,3
1551205048,2
1551205108,1
1551205168,2
1551205228,1
1551205289,1
1551205349,1
1551205409,1
1551205469,1
1551205530,1
1551205590,2
1551205650,1
1551205710,1
1551205770,1
1551205831,1
1551205891,1
1551205951,1
1551206011,2
1551206071,1
1551206132,2
1551206192,2
1551206252,2
1551206312,2
1551206373,1
1551206433,1
1551206493,2
1551206553,1
1551206614,1
1551206674,1
1551206734,1
1551206794,2
1551206854,2
1551206915,1
1551206975,2
1551207035,1
1551207095,1
1551207156,2
1551207216,2
1551207276,1
1551207336,1
1551207396,1
1551207457,3
1551207517,2
1551207577,3
1551207637,1
1551207697,3
1551207758,3
1551207818,1
1551207878,2
1551207938,1
1551207999,1
1551208059,2
1551208119,2
1551208179,3
1551208239,1
1551208300,1
1551208360,2
1551208420,2
1551208480,3
1551208541,1
1551208601,2
1551208661,2
1551208721,4
1551208781,6
1551208842,9
1551208902,7
1551208962,4
1551209022,4
1551209083,4
1551209143,4
1551209203,4
1551209263,4
1551209324,5
1551209384,7
1551209444,6
1551209504,7
1551209564,7
1551209625,9
1551209685,8
1551209745,10
1551209805,9
1551209866,9
1551209926,10
1551209986,10
1551210046,13
1551210107,13
1551210167,9
1551210227,10
1551210287,12
1551210347,10
1551210408,8
1551210468,5
1551210528,9
1551210588,6
1551210649,7
1551210709,13
1551210769,11
1551210829,12
1551210890,15
1551210950,17
1551211010,15
1551211070,17
1551211131,15
1551211191,14
1551211251,15
1551211312,15
1551211372,10
1551211432,12
1551211492,14
1551211552,12
1551211613,16
1551211673,21
1551211733,20
1551211793,23
1551211853,19
1551211914,18
1551211974,21
1551212034,19
1551212094,22
1551212155,26
1551212215,26
1551212275,31
1551212336,32
1551212396,30
1551212456,30
1551212516,27
1551212577,28
1551212637,33
1551212697,30
1551212757,36
1551212818,39
1551212878,42
1551212938,42
1551212999,40
1551213059,40
1551213119,40
1551213180,40
1551213240,40
1551213301,48
1551213361,46
1551213422,46
1551213482,49
1551213543,47
1551213603,52
1551213664,50
1551213724,48
1551213785,49
1551213845,45
1551213906,48
1551213966,55
1551214027,51
1551214087,51
1551214147,50
1551214208,51
1551214268,46
1551214328,43
1551214389,46
1551214449,46
1551214510,45
1551214570,42
1551214630,40
1551214691,46
1551214751,45
1551214811,47
1551214872,59
1551214932,56
1551214993,54
1551215054,58
1551215114,58
1551215175,58
1551215235,63
1551215296,58
1551215357,59
1551215417,66
1551215478,66
1551215539,60
1551215599,65
1551215660,62
1551215721,70
1551215781,64
1551215842,67
1551215903,68
1551215964,64
1551216024,66
1551216085,64
1551216146,62
1551216207,67
1551216267,70
1551216328,66
1551216389,70
1551216450,64
1551216510,66
1551216571,70
1551216632,71
1551216692,69
1551216753,72
1551216814,69
1551216874,71
1551216935,68
1551216996,63
1551217056,67
1551217117,65
1551217178,63
1551217238,70
1551217299,73
1551217360,71
1551217420,75
1551217481,73
1551217542,79
1551217603,75
1551217664,81
1551217724,79
1551217785,79
1551217846,74
1551217907,72
1551217968,79
1551218028,82
1551218089,75
1551218150,78
1551218211,78
1551218271,77
1551218332,77
1551218393,80
1551218454,77
1551218515,80
1551218576,77
1551218636,85
1551218697,81
1551218758,81
1551218818,92
1551218879,90
1551218940,92
1551219001,84
1551219062,87
1551219122,85
1551219183,88
1551219244,83
1551219305,90
1551219366,85
1551219426,86
1551219487,85
1551219548,86
1551219609,80
1551219669,83
1551219730,78
1551219791,81
1551219852,77
1551219913,82
1551219973,80
1551220034,83
1551220095,77
1551220156,76
1551220217,73
1551220277,72
1551220338,80
1551220399,75
1551220460,74
1551220520,79
1551220581,78
1551220642,67
1551220702,67
1551220763,61
1551220824,66
1551220884,68
1551220945,73
1551221006,71
1551221066,69
1551221127,69
1551221187,68
1551221248,76
1551221309,78
1551221369,75
1551221430,71
1551221491,75
1551221551,72
1551221612,72
1551221673,70
1551221733,75
1551221794,77
1551221855,79
1551221916,82
1551221976,89
1551222037,79
1551222098,82
1551222159,81
1551222220,83
1551222281,81
1551222342,82
1551222402,78
1551222463,82
1551222524,80
1551222585,76
1551222646,80
1551222707,78
1551222767,81
1551222828,78
1551222889,81
1551222950,86
1551223011,83
1551223072,81
1551223132,73
1551223193,81
1551223254,77
1551223315,83
1551223375,79
1551223436,81
1551223497,85
1551223558,84
1551223619,90
1551223680,89
1551223741,88
1551223801,91
1551223862,92
1551223923,91
