Month,Day,Hour,RH,Temperature_C,Temperature_F,Date
3,11,0,36.79153376168165,27.913328755626768,82.24399176012817,2019-03-11 00:00:00
3,11,1,37.04220909706007,27.86659800106814,82.15987640192265,2019-03-11 01:00:00
3,11,2,37.081508274448154,27.960504564990714,82.3289082169833,2019-03-11 02:00:00
3,11,3,37.347954153503345,27.900644693675137,82.22116044861524,2019-03-11 03:00:00
3,11,4,37.94481835894775,27.632499173469643,81.73849851224537,2019-03-11 04:00:00
3,11,5,38.56978974304189,27.335425090918335,81.20376516365302,2019-03-11 05:00:00
3,11,6,38.72278945306737,27.22816688283615,81.01070038910507,2019-03-11 06:00:00
3,11,7,38.57233337911878,27.2161504030925,80.98907072556649,2019-03-11 07:00:00
3,11,8,38.049743347119836,27.249084458686198,81.04835202563514,2019-03-11 08:00:00
3,11,9,37.572048491878185,27.21147732763663,80.98065918974594,2019-03-11 09:00:00
3,11,10,36.950383834684004,27.31473004247094,81.1665140764477,2019-03-11 10:00:00
3,11,11,36.902181931026774,27.041466392004267,80.67463950560769,2019-03-11 11:00:00
3,11,12,37.54419567683613,26.468235802751707,79.64282444495309,2019-03-11 12:00:00
3,11,13,37.6419984839929,26.340505073624783,79.4129091325246,2019-03-11 13:00:00
3,11,14,37.87474118502917,26.340282546222124,79.41250858319982,2019-03-11 14:00:00
3,11,15,38.10239661391166,26.76842526894026,80.18316548409246,2019-03-11 15:00:00
3,11,16,38.41831621466253,26.93954884158593,80.49118791485466,2019-03-11 16:00:00
3,11,17,37.928284724447906,27.17409272398972,80.91336690318151,2019-03-11 17:00:00
3,11,18,38.29723913740214,27.062606495256986,80.71269169146258,2019-03-11 18:00:00
3,11,19,38.99685467837109,27.128494836208276,80.8312907051749,2019-03-11 19:00:00
3,11,20,39.056132960945014,27.10510922916508,80.78919661249715,2019-03-11 20:00:00
3,11,21,39.6416779858472,26.90283182014699,80.4250972762646,2019-03-11 21:00:00
3,11,22,40.290813912671894,26.670068156964472,80.00612268253606,2019-03-11 22:00:00
3,11,23,40.63891050979553,26.563255003687598,79.81385900663767,2019-03-11 23:00:00
3,12,0,40.67846405079133,26.55524401719183,79.79943923094531,2019-03-12 00:00:00
3,12,1,40.39929999135163,26.611320922662188,79.90037766079193,2019-03-12 01:00:00
3,12,2,39.39202010489955,26.69298847943846,80.04737926298924,2019-03-12 02:00:00
3,12,3,39.05371650667196,26.619554436560616,79.91519798580912,2019-03-12 03:00:00
3,12,4,38.67395164039091,26.65026321812772,79.9704737926299,2019-03-12 04:00:00
3,12,5,38.359303857678476,26.70010935632359,80.06019684138245,2019-03-12 05:00:00
3,12,6,38.03359125803153,26.833625797919684,80.30052643625544,2019-03-12 06:00:00
3,12,7,37.960334539016834,26.869230182345316,80.36461432822155,2019-03-12 07:00:00
3,12,8,38.02252644109703,26.758189008417887,80.16474021515221,2019-03-12 08:00:00
3,12,9,38.09374825125019,26.67563134203097,80.01613641565575,2019-03-12 09:00:00
3,12,10,38.02964862211234,26.688760458787925,80.03976882581826,2019-03-12 10:00:00
3,12,11,38.34734876811705,26.459334706645308,79.62680247196155,2019-03-12 11:00:00
3,12,12,38.357141767013104,26.442867678848454,79.5971618219272,2019-03-12 12:00:00
3,12,13,38.614303374387625,26.367875944151987,79.46217669947356,2019-03-12 13:00:00
3,12,14,39.12150440812132,26.26818366776023,79.28273060196841,2019-03-12 14:00:00
3,12,15,39.22261394217806,26.55190610615192,79.79343099107348,2019-03-12 15:00:00
3,12,16,40.484003072712376,26.38634571857277,79.49542229343099,2019-03-12 16:00:00
3,12,17,41.20207153722102,26.407040767020163,79.5326733806363,2019-03-12 17:00:00
3,12,18,40.13450747574644,27.222603697769642,81.00068665598535,2019-03-12 18:00:00
3,12,19,40.34808041034862,27.36129895891855,81.25033812605339,2019-03-12 19:00:00
3,12,20,40.46950434707405,27.44268329900054,81.39682993820095,2019-03-12 20:00:00
3,12,21,40.40782117220925,27.534142061493856,81.56145571068895,2019-03-12 21:00:00
3,12,22,39.93546795272908,27.861702398209612,82.1510643167773,2019-03-12 22:00:00
3,12,23,39.72930624869638,27.93001831082628,82.2740329594873,2019-03-12 23:00:00
3,13,0,40.123569840615765,27.675446962183056,81.81580453192952,2019-03-13 00:00:00
3,13,1,40.39319526476708,27.485853615116607,81.47453650720989,2019-03-13 01:00:00
3,13,2,40.221245465968686,27.5690788637115,81.6243419546807,2019-03-13 02:00:00
3,13,3,40.07892902746618,27.68145520205488,81.8266193636988,2019-03-13 03:00:00
3,13,4,40.04586175846649,27.72507057297628,81.90512703135728,2019-03-13 04:00:00
3,13,5,40.10907111497744,27.70749090816612,81.87348363469901,2019-03-13 05:00:00
3,13,6,40.08325320879692,27.700370031280993,81.86066605630579,2019-03-13 06:00:00
3,13,7,39.95416367789428,27.754444190127412,81.95799954222935,2019-03-13 07:00:00
3,13,8,39.85966759763748,27.820979883522806,82.07776379034105,2019-03-13 08:00:00
3,13,9,39.7921340597958,27.854804048727143,82.13864728770885,2019-03-13 09:00:00
3,13,10,39.628832623658866,27.955386434729533,82.31969558251316,2019-03-13 10:00:00
3,13,11,39.8020542404957,27.7869331909158,82.01647974364845,2019-03-13 11:00:00
3,13,12,40.29373909416032,27.308499275196464,81.15529869535364,2019-03-13 12:00:00
3,13,13,40.66587305221067,26.91395819028001,80.445124742504,2019-03-13 13:00:00
3,13,14,40.61970605741495,26.8592164492256,80.34658960860608,2019-03-13 14:00:00
3,13,15,40.55179097416175,26.868340072734668,80.3630121309224,2019-03-13 15:00:00
3,13,16,40.75540904211753,26.768647796342915,80.18356603341725,2019-03-13 16:00:00
3,13,17,39.74113415645396,27.547716233056125,81.58588921950104,2019-03-13 17:00:00
3,13,18,39.904516526466075,27.614494683618055,81.70609043051249,2019-03-13 18:00:00
3,13,19,39.99994912727846,27.707935962971444,81.8742847333486,2019-03-13 19:00:00
3,13,20,40.177749289053715,27.727963429210856,81.91033417257954,2019-03-13 20:00:00
3,13,21,39.841862145099185,27.924677653162433,82.26441977569236,2019-03-13 21:00:00
3,13,22,39.245761030477844,28.240221510134543,82.83239871824216,2019-03-13 22:00:00
3,13,23,38.04923461990446,28.769836728465705,83.78570611123826,2019-03-13 23:00:00
3,14,0,38.022017713881645,28.64655654739198,83.56380178530556,2019-03-14 00:00:00
3,14,1,38.752422813363246,28.1616693369955,82.69100480659189,2019-03-14 01:00:00
3,14,2,38.85658471071226,28.09646880801607,82.57364385442892,2019-03-14 02:00:00
3,14,3,39.05727759717962,28.07043310190483,82.52677958342869,2019-03-14 03:00:00
3,14,4,39.11171140922526,28.07644134177666,82.53759441519799,2019-03-14 04:00:00
3,14,5,39.145668950851864,28.077553978789954,82.53959716182193,2019-03-14 05:00:00
3,14,6,39.09555932013695,28.138303959716183,82.64894712748914,2019-03-14 06:00:00
3,14,7,39.139182678855775,28.195716029602508,82.7522888532845,2019-03-14 07:00:00
3,14,8,38.5669917433573,28.235103379873348,82.82318608377203,2019-03-14 08:00:00
3,14,9,36.92367565587656,28.116941329060804,82.61049439230945,2019-03-14 09:00:00
3,14,10,35.62413198418876,28.13785890491086,82.64814602883956,2019-03-14 10:00:00
3,14,11,34.75013862816619,28.012353449810536,82.42223620965895,2019-03-14 11:00:00
3,14,12,33.91875117643169,27.75778210116732,81.96400778210118,2019-03-14 12:00:00
3,14,13,33.601559757642356,27.317400371302863,81.17132066834516,2019-03-14 13:00:00
3,14,14,32.57889087292502,27.46426845705857,81.43568322270542,2019-03-14 14:00:00
3,14,15,31.4806759967238,27.687240914524043,81.83703364614328,2019-03-14 15:00:00
3,14,16,30.818313162299248,27.774249128964172,81.9936484321355,2019-03-14 16:00:00
3,14,17,30.112396341048875,27.93784722944714,82.28812501300486,2019-03-14 17:00:00
3,14,18,29.637048568187254,28.03749904631113,82.46749828336003,2019-03-14 18:00:00
3,14,19,29.334610238643936,28.047290252028187,82.48512245365073,2019-03-14 19:00:00
3,14,20,29.063585814650327,28.05841662216119,82.50514991989014,2019-03-14 20:00:00
3,14,21,28.661309769088717,28.13852648711885,82.64934767681392,2019-03-14 21:00:00
3,14,22,28.176747096439417,28.29607588820224,82.93293659876402,2019-03-14 22:00:00
3,14,23,27.14453957643372,28.824355942117446,83.8838406958114,2019-03-14 23:00:00
3,15,0,26.911542511789758,28.44272144655528,83.1968986037995,2019-03-15 00:00:00
3,15,1,27.169848755398863,27.89352381679001,82.20834287022201,2019-03-15 01:00:00
3,15,2,26.592697729550437,27.908878207573554,82.2359807736324,2019-03-15 02:00:00
3,15,3,26.10584578443193,27.90843315276824,82.23517967498283,2019-03-15 03:00:00
3,15,4,25.916980805722165,27.85591668574045,82.14065003433281,2019-03-15 04:00:00
3,15,5,25.518520214275906,27.97007324330511,82.34613183794919,2019-03-15 05:00:00
3,15,6,25.364503049819657,27.9019798580911,82.22356374456398,2019-03-15 06:00:00
3,15,7,25.1527453464178,27.88996337834745,82.20193408102541,2019-03-15 07:00:00
3,15,8,24.949254460265863,27.879059535617106,82.18230716411078,2019-03-15 08:00:00
3,15,9,24.680900854152995,27.741092545967806,81.93396658274207,2019-03-15 09:00:00
3,15,10,25.064862719960928,27.107557030594336,80.79360265506979,2019-03-15 10:00:00
3,15,11,25.630567383463315,26.466678110933085,79.64002059967957,2019-03-15 11:00:00
3,15,12,25.536580030421884,26.28531827776506,79.3135728999771,2019-03-15 12:00:00
3,15,13,25.233760155467035,26.299782558937974,79.33960860608833,2019-03-15 13:00:00
3,15,14,25.058630811572527,26.32804353907581,79.39047837033647,2019-03-15 14:00:00
3,15,15,24.756701209244593,26.414384171307958,79.5458915083543,2019-03-15 15:00:00
3,15,16,25.303455783974073,26.506287988606598,79.71131837949189,2019-03-15 16:00:00
3,15,17,25.120672407884534,26.52791360619239,79.7502444911463,2019-03-15 17:00:00
3,15,18,24.770483091988513,26.661430047788482,79.99057408601927,2019-03-15 18:00:00
3,15,19,26.396532515299974,24.489433127336536,76.08097962920579,2019-03-15 19:00:00
3,15,20,26.78258016269096,24.86537092139061,76.75766765850311,2019-03-15 20:00:00
3,15,21,25.416138862180713,24.70025558861677,76.46046005951018,2019-03-15 21:00:00
3,15,22,24.738005484079384,24.60879682612345,76.29583428702222,2019-03-15 22:00:00
3,15,23,24.755810936617678,24.46949467205818,76.04509040970473,2019-03-15 23:00:00
3,16,0,24.91440664601234,24.335533175656774,75.80395971618219,2019-03-16 00:00:00
3,16,1,25.0113191805422,24.239401337707577,75.63092240787364,2019-03-16 01:00:00
3,16,2,25.151727891987036,24.189110144706387,75.54039826047149,2019-03-16 02:00:00
3,16,3,25.31299441926245,24.214033213804328,75.58525978484778,2019-03-16 03:00:00
3,16,4,25.467647492737914,24.177538719768062,75.51956969558249,2019-03-16 04:00:00
