Month,Day,Hour,RH,Temperature_C,Temperature_F,Date
3,11,0,42.81053981044824,24.527574324152486,76.14963378347447,2019-03-11 00:00:00
3,11,1,42.735629727983564,24.661313293151238,76.39036392767224,2019-03-11 01:00:00
3,11,2,42.936704159862444,24.680673177182673,76.42521171892882,2019-03-11 02:00:00
3,11,3,43.64396217104426,24.481956206607155,76.06752117189289,2019-03-11 03:00:00
3,11,4,43.6203063555291,24.569854530657917,76.22573815518426,2019-03-11 04:00:00
3,11,5,43.830665059088666,24.510884768952973,76.11959258411535,2019-03-11 05:00:00
3,11,6,44.01558740187924,24.4040716156761,75.92732890821698,2019-03-11 06:00:00
3,11,7,44.00541285757165,24.326187024745042,75.78713664454109,2019-03-11 07:00:00
3,11,8,43.67372271314398,24.220263981078812,75.59647516594187,2019-03-11 08:00:00
3,11,9,43.272082576601605,24.10655247831947,75.39179446097505,2019-03-11 09:00:00
3,11,10,42.77454735996012,24.075176114544387,75.33531700617989,2019-03-11 10:00:00
3,11,11,41.53147240917948,24.36423921059993,75.85563057907989,2019-03-11 11:00:00
3,11,12,41.46152241706475,24.181989267821265,75.52758068207827,2019-03-11 12:00:00
3,11,13,41.5836169487559,24.051588209862413,75.29285877775236,2019-03-11 13:00:00
3,11,14,41.99988299274046,23.974371201139338,75.15386816205081,2019-03-11 14:00:00
3,11,15,42.805834083705975,24.150835431448844,75.47150377660792,2019-03-11 15:00:00
3,11,16,39.167671402917044,26.31891991556675,79.37405584802015,2019-03-11 16:00:00
3,11,17,38.211518601610635,26.688092876579944,80.0385671778439,2019-03-11 17:00:00
3,11,18,38.047581256454485,26.82672744843722,80.28810940718701,2019-03-11 18:00:00
3,11,19,39.12048695369056,26.728147809058772,80.11066605630579,2019-03-11 19:00:00
3,11,20,38.03142916736616,27.33364487169705,81.20056076905472,2019-03-11 20:00:00
3,11,21,38.80940026148579,27.001856514330765,80.60334172579537,2019-03-11 21:00:00
3,11,22,39.67864164283743,26.645650831963486,79.96217149753427,2019-03-11 22:00:00
3,11,23,40.29221291251418,26.404147910785593,79.52746623941404,2019-03-11 23:00:00
3,12,0,40.52228479566971,26.29377431906615,79.32879377431907,2019-03-12 00:00:00
3,12,1,40.84303730496671,26.056337580427765,78.90140764476999,2019-03-12 01:00:00
3,12,2,38.76005372159395,26.711235726456604,80.08022430762189,2019-03-12 02:00:00
3,12,3,37.946217358790044,26.864334579486783,80.35580224307621,2019-03-12 03:00:00
3,12,4,37.65878648210043,26.832735688309043,80.29892423895627,2019-03-12 04:00:00
3,12,5,37.53224058727469,26.78066427608657,80.20519569695581,2019-03-12 05:00:00
3,12,6,37.49866459105962,26.7408318710104,80.13349736781872,2019-03-12 06:00:00
3,12,7,37.50642268109417,26.719914295160347,80.0958457312886,2019-03-12 07:00:00
3,12,8,37.44079687031017,26.684754965540048,80.03255893797207,2019-03-12 08:00:00
3,12,9,37.391195966810635,26.668510465145857,80.00331883726255,2019-03-12 09:00:00
3,12,10,37.31361506646521,26.682084636708122,80.02775234607462,2019-03-12 10:00:00
3,12,11,37.92256154327489,26.316249586734827,79.36924925612269,2019-03-12 11:00:00
3,12,12,38.221438782310535,26.14401337707586,79.05922407873656,2019-03-12 12:00:00
3,12,13,38.00065117083569,26.326485847257192,79.38767452506295,2019-03-12 13:00:00
3,12,14,37.86889082205231,26.561919839271635,79.81145571068895,2019-03-12 14:00:00
3,12,15,37.35761997059556,27.150059764502426,80.87010757610436,2019-03-12 15:00:00
3,12,16,38.06767598146198,27.246191602451614,81.04314488441291,2019-03-12 16:00:00
3,12,17,39.13676622458272,27.065054296686252,80.71709773403524,2019-03-12 17:00:00
3,12,18,39.137656497209626,27.337872892347594,81.20817120622569,2019-03-12 18:00:00
3,12,19,39.83537587310309,27.244633910632995,81.04034103913938,2019-03-12 19:00:00
3,12,20,40.12128056814655,27.25197731492078,81.0535591668574,2019-03-12 20:00:00
3,12,21,39.98984395486387,27.383875375406618,81.2909756757319,2019-03-12 21:00:00
3,12,22,39.762627881303764,27.573084356959388,81.63155184252689,2019-03-12 22:00:00
3,12,23,39.78157797007666,27.543710739808244,81.57867933165484,2019-03-12 23:00:00
3,13,0,39.724473340150276,27.506326136161345,81.51138704509042,2019-03-13 00:00:00
3,13,1,39.769495698711395,27.439790442765958,81.39162279697872,2019-03-13 01:00:00
3,13,2,39.905198683413964,27.342323440400804,81.21618219272145,2019-03-13 02:00:00
3,13,3,40.26563191551058,27.213257546857914,80.98386358434423,2019-03-13 03:00:00
3,13,4,40.514017978419794,27.11490043488212,80.80682078278781,2019-03-13 04:00:00
3,13,5,40.624666147764906,27.082188906691076,80.74794003204396,2019-03-13 05:00:00
3,13,6,40.42333735227833,27.175872943211008,80.9165712977798,2019-03-13 06:00:00
3,13,7,40.35402326918284,27.196790519061054,80.9542229343099,2019-03-13 07:00:00
3,13,8,40.34677390636367,27.21125480023397,80.98025864042114,2019-03-13 08:00:00
3,13,9,40.193774196338175,27.286691589735764,81.11604486152437,2019-03-13 09:00:00
3,13,10,40.10830802415437,27.34343607741411,81.21818493934539,2019-03-13 10:00:00
3,13,11,39.83817387278767,27.421765723150475,81.35917830167085,2019-03-13 11:00:00
3,13,12,40.30709318356404,26.94533455405508,80.50160219729915,2019-03-13 12:00:00
3,13,13,40.947962293138794,26.41927977416648,79.55470359349967,2019-03-13 13:00:00
3,13,14,41.1672237229675,26.243928180870274,79.23907072556649,2019-03-13 14:00:00
3,13,15,40.552045337769435,26.527650619261966,79.74977111467156,2019-03-13 15:00:00
3,13,16,40.12751247653497,26.729928028280057,80.11387045090412,2019-03-13 16:00:00
3,13,17,39.649181712274064,27.233285013097326,81.0199130235752,2019-03-13 17:00:00
3,13,18,39.821640238287834,27.282241041682557,81.10803387502861,2019-03-13 18:00:00
3,13,19,39.87429350507964,27.413532209252054,81.34435797665368,2019-03-13 19:00:00
3,13,20,39.914610136898496,27.492084382391084,81.48575188830397,2019-03-13 20:00:00
3,13,21,39.698343260451225,27.6344007712742,81.74192138829356,2019-03-13 21:00:00
3,13,22,38.75102381352095,28.121614404516666,82.61890592812999,2019-03-13 22:00:00
3,13,23,37.938204905147806,28.425141781745122,83.16525520714121,2019-03-13 23:00:00
3,14,0,38.22131160050669,28.131405610233713,82.63653009842069,2019-03-14 00:00:00
3,14,1,39.163220039782466,27.561512932021056,81.61072327763792,2019-03-14 01:00:00
3,14,2,39.31787311325794,27.47517229978892,81.45531013962005,2019-03-14 02:00:00
3,14,3,39.36556628969981,27.529691513440653,81.55344472419318,2019-03-14 03:00:00
3,14,4,39.20251921717056,27.645850817629253,81.76253147173266,2019-03-14 04:00:00
3,14,5,39.22464885103958,27.67010630451922,81.80619134813459,2019-03-14 05:00:00
3,14,6,39.30528211467729,27.647408509447875,81.76533531700618,2019-03-14 06:00:00
3,14,7,39.464513733091174,27.63094148165102,81.73569466697184,2019-03-14 07:00:00
3,14,8,39.1749207657362,27.534364588896512,81.56185626001371,2019-03-14 08:00:00
3,14,9,37.91302290798651,27.23751303374787,81.02752346074615,2019-03-14 09:00:00
3,14,10,36.60572114626415,27.249529513491524,81.04915312428473,2019-03-14 10:00:00
3,14,11,34.87897379546114,27.519232725515632,81.53461890592814,2019-03-14 11:00:00
3,14,12,34.20147632637903,27.163633936064695,80.89454108491645,2019-03-14 12:00:00
3,14,13,33.775162919890725,26.79090053660893,80.22362096589606,2019-03-14 13:00:00
3,14,14,32.6302723216784,26.989840034587115,80.5817120622568,2019-03-14 14:00:00
3,14,15,31.009213049870528,27.504100862134734,81.50738155184253,2019-03-14 15:00:00
3,14,16,30.347486124465206,27.61447445385417,81.7060540169375,2019-03-14 16:00:00
3,14,17,29.81408563913944,27.61669972788077,81.71005951018542,2019-03-14 17:00:00
3,14,18,29.450854407358225,27.610914015411613,81.6996452277409,2019-03-14 18:00:00
3,14,19,29.113059536346015,27.633166755677625,81.73970016021973,2019-03-14 19:00:00
3,14,20,28.828600089073518,27.66523093142457,81.79741567656423,2019-03-14 20:00:00
3,14,21,28.408599524848782,27.751551333892834,81.9527924010071,2019-03-14 21:00:00
3,14,22,27.881303766107575,27.89040843315277,82.20273517967499,2019-03-14 22:00:00
3,14,23,27.06466940361908,28.233323160652066,82.81998168917372,2019-03-14 23:00:00
3,15,0,26.83459752046355,27.835444164695712,82.1037994964523,2019-03-15 00:00:00
3,15,1,27.045210587630805,27.322741028966707,81.18093385214006,2019-03-15 01:00:00
3,15,2,26.664173903311305,27.21080974542865,80.97945754177157,2019-03-15 02:00:00
